,id,text,label,Comments
491,2448,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3553.28元欠款到账，请问在今天16点前，可以将欠款存入尾号6326的中国银行卡内吗？0001:啊，我已经单独的嘛。,意图不明,
497,2462,0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1620.6元欠款到账，请问在今天16点前，可以将欠款存入尾号1776的农业银行卡内吗？0001:我那里面有钱，我那里面有一万多块钱。,存钱未扣款,
503,2498,0000:本次来电是您在微众银行车贷中心的车贷还款问题想跟您确认一下。0001:null,意图不明,
509,2527,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为6526.7元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好好好好好好好。",稍后还款,
539,2681,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为3548.87元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊。",稍后还款,
545,2709,0000:本次来电是您在邮储银行车贷还款问题想跟您确认一下0001:null,意图不明,
551,2730,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2196.04元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:你这在那个邮政储蓄邮政储蓄卡里面。",意图不明,
575,2841,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为5602.44元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯。",稍后还款,
593,2935,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为4433.35元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，你看你们你们赶过年嘛，然后我们这边的话可能可能资金有点紧张，就是说到可能过几天再还应该没什么问题吧。我过几天。",资金困难,
605,2990,0000:请问您是将欠款2121.35元存入尾号0200的工商银行卡内了吗？0001:拆了拆了才进去了。,存钱未扣款,
611,3016,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为3016.75元，麻烦在今天16点前将欠款存入尾号7180的邮储银行卡内，您看可以吗？0001:嗯，好的。,稍后还款,
629,3118,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1703.4元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我说坏掉了。",已还款,
641,3187,0000:本次来电是您在微众银行车贷中心的车贷还款问题想跟您确认一下。0001:你说的我都记下了，我会提醒他还款的，还有别的事情吗？,意图不明,
647,3202,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为2516.38元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
653,3241,0000:您好，我是上海银行车贷中心的，请问您是曹庆强先生吗？0001:要是啊是啊，是有辆车贷是吧呃，我把这个电话，我把他他这个电话呃，给你，他叫曹卫星，我问他了，他说他那银行卡有问题，钱有钱，他说这晚几天能给你打过去。,资金困难,
659,3261,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2290.64元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:null",意图不明,
665,3283,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为3781.68元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的，我昨我昨天处理。",稍后还款,
671,3305,0000:您好，本次通话将全程录音，您在微众银行车贷中心的车贷已经逾期4天了，逾期金额为742.41元，麻烦在今天17点30分前将欠款存入尾号6245的工商银行卡内，您看可以吗？0001:好的好的好的好的，我忘了忘了。好嘞嗯。,稍后还款,
677,3342,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2328.7元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:null",意图不明,
701,3442,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1172.32元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的。",稍后还款,
707,3471,0000:您好，我们已经通知到您欠款的事宜，请您今天下午的14点前务必处理掉欠款，如果没有处理掉，您将被我方列入为高风险客户，我方将重新审核您的贷款资质，您到时候将面临解除贷款合同的风险，所以请您务必重视，您清楚了吗？0001:null,意图不明,
719,3521,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1745.47元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的。",稍后还款,
725,3564,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2748.68元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:现在已经哭了。",意图不明,
731,3578,0000:您好，我是微众银行车贷中心，请问您是党政先生吗？0001:null,意图不明,
743,3630,0000:本次来电是您在邮储银行车贷还款问题想跟您确认一下0001:null,意图不明,
749,3660,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为2598.54元，麻烦在今天16点前将欠款存入尾号8143的中国银行卡内，您看可以吗？0001:嗯。,稍后还款,
761,3704,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到2468.62元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以。",稍后还款,
773,3766,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1790.37元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的好的。",稍后还款,
779,3794,0000:我这边听不太清楚，麻烦您能用普通话再说一下吗。0001:null,意图不明,
797,3860,0000:您好，我们已经通知到您欠款的事宜，请您今天下午的14点前务必处理掉欠款，如果没有处理掉，您将被我方列入为高风险客户，我方将重新审核您的贷款资质，您到时候将面临解除贷款合同的风险，所以请您务必重视，您清楚了吗？0001:嗯，好的。,稍后还款,
803,3888,0000:您好，我是上海银行车贷中心的，请问您是张青华女士吗？0001:null,意图不明,
809,3908,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为2282.46元，麻烦在今天16点前将欠款存入尾号1786的中国银行卡内，您看可以吗？0001:好的好的。,稍后还款,
815,3946,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为2393.36元，麻烦在今天16点前将欠款存入尾号0934的工商银行卡内，您看可以吗？0001:有的有的有群都有的。你们没有课。,存钱未扣款,
821,3966,0000:您好，我们已经通知到您欠款的事宜，请您今天下午的16点前务必处理掉欠款，如果没有处理掉，您将被我方列入为高风险客户，我方将重新审核您的贷款资质，您到时候将面临解除贷款合同的风险，所以请您务必重视，您清楚了吗？0001:总共需要还多少钱？,意图不明,
827,3988,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为2226.11元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:知道了。",稍后还款,
839,4055,0000:您好，我是上海银行车贷中心的，请问您是韦易成先生吗？0001:null,意图不明,
851,4112,0000:不好意思，我这里是邮储银行车贷中心，麻烦您明确回复一下您是不是张永进先生？0001:办理了之后有哪些优惠吗？,意图不明,
857,4143,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1611.35元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，还差一点。",资金困难,
863,4174,0000:本次来电是您在邮储银行车贷还款问题想跟您确认一下0001:null,意图不明,
899,4381,0000:不好意思，这里是邮储银行车贷中心，麻烦您能明确回复一下，您是不是朱玉威先生？0001:null,意图不明,
917,4464,0000:您好，这里是邮储银行车贷中心，请问您是周磊先生吗？0001:null,意图不明,
923,4486,0000:本次来电是您在邮储银行车贷还款问题想跟您确认一下0001:null,意图不明,
941,4576,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3144.11元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯嗯，好好。",稍后还款,
959,4656,0000:请问您是将欠款2620.33元存入尾号9246的建设银行卡内了吗？0001:对对对。,已还款,
965,4694,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3072.6元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的好的好的，我尽尽尽尽尽快尽早点吧，刚刚都在联系那边的。",稍后还款,
971,4723,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为3860.2元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:那十五号吧。",资金困难,
983,4798,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为1661.52元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好。",稍后还款,
1007,4919,0000:打扰了，我是上海银行车贷中心的，需要找他核实些资料，方便的话麻烦帮忙转告一下，让他给客服400 820 5022回个电话，您看可以吗？0001:null,意图不明,
1031,5006,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到3170.53元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我支付宝坏了。",资金困难,
1067,5160,"0000:请问您是将欠款3247.51元，存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以可以可以可以可以可以。",稍后还款,
1073,5191,0000:本次来电是您在邮储银行车贷还款问题想跟您确认一下0001:请问最晚可以什么时候还款的？,询问最晚还款时间,
1079,5221,0000:本次来电是您在上海银行车贷中心的车贷还款问题想跟您确认一下。0001:null,意图不明,
1085,5242,0000:请问您是将欠款1309.36元，存入您的支付宝账户或支付宝前三张储蓄卡内吗？0001:对对对。,已还款,
1115,5385,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为4434.14元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:可以嗯。",稍后还款,
1121,5423,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1845.33元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:存进去了呀。",存钱未扣款,
1127,5452,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到1844.32元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的。",稍后还款,
1133,5489,"0000:您在邮储银行的车贷已经逾期3天了,逾期金额为1361.67元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:null",意图不明,
1139,5509,"0000:您好，本次通话将全程录音，昨天联系过您车贷逾期的事情，截止昨天系统还是没有查询到4206.34元欠款到账，请在今天14点前可以将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的。",稍后还款,
1145,5542,0000:请问您是将欠款1780.89元，存入您的支付宝账户或支付宝前三张储蓄卡内吗？0001:是的。,存钱未扣款,
1187,5732,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为1537.98元，麻烦在今天16点前将欠款存入尾号4176的农业银行卡内，您看可以吗？0001:可以啊，完事都存完了，你扣就行。,存钱未扣款,
1193,5762,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为3863.6元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的。",稍后还款,
1199,5792,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为3105.35元，麻烦在今天16点前将欠款存入尾号5118的农业银行卡内，您看可以吗？0001:好的好的好的好的。,稍后还款,
1211,5852,0000:您好，目前的您的车款已经逾期7天了，您这个钱请赶紧去想办法周转借一下，今天不处理的话，个人征信会持续恶化，还会影响到你以后的分期资格，不能再拖了，不要出现连续性逾期，抓紧时间去筹借款项，如果持续逾期，系统也可能判定您为恶意拖欠，案件将会升级，所以建议您先找身边的亲朋好友周转一下，可以吗？0001:我建议把我的车卖掉，你们过来家访吧。,资金困难,
1235,5959,0000:请问您是将欠款2658.43元，存入您的支付宝账户或支付宝前三张储蓄卡内吗？0001:是啊是啊是啊，你不是扣了吗？已经扣了吗？怎么回事啊？,已还款,
1253,6057,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为3435.96元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:啊，行行。",稍后还款,
1319,6356,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为4042.44元，麻烦在今天16点前将欠款存入尾号4488的邮储银行卡内，您看可以吗？0001:我最快这几天还没发工资呢，发了工资马上还。,资金困难,
1331,6394,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2828.4元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:不可以。",无意向还款,
1349,6468,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为2583.71元，麻烦在今天16点前将欠款存入尾号1948的邮储银行卡内，您看可以吗？0001:不是骗这热点，还把你叫小白这么反呢。,意图不明,
1355,6485,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期5天了，逾期金额为4910.1元，麻烦在今天16点前将欠款存入尾号1045的工商银行卡内，您看可以吗？0001:好的。,稍后还款,
1367,6534,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期6天了，逾期金额为3551.64元，麻烦在今天16点前将欠款存入尾号4278的农业银行卡内，您看可以吗？0001:可以呀，那那那个啥都都已经有学了，你你们怎么扣不了嘞？,存钱未扣款,
1379,6592,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为2998.18元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我我尽快处理一下。",稍后还款,
1391,6650,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为4361.34元，麻烦在今天16点前将欠款存入尾号6683的建设银行卡内，您看可以吗？0001:我我现在交不起了。,资金困难,
1397,6684,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为2174.1元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:你就用以前我都可以。",稍后还款,
1415,6758,0000:您好，本次通话将全程录音，您在上海银行车贷中心的车贷已经逾期4天了，逾期金额为2820.2元，麻烦在今天16点前将欠款存入尾号9081的建设银行卡内，您看可以吗？0001:可以。,稍后还款,
1439,6888,0000:您好，目前的您的车款已经逾期4天了，您这个钱请赶紧去想办法周转借一下，今天不处理的话，个人征信会持续恶化，还会影响到你以后的分期资格，不能再拖了，不要出现连续性逾期，抓紧时间去筹借款项，如果持续逾期，系统也可能判定您为恶意拖欠，案件将会升级，所以建议您先找身边的亲朋好友周转一下，可以吗？0001:嗯，那个什么好玩的，过年了，但还在都报名了，钱呢，都活关了，不然又花的钱。所以说现在需要说两千多块钱不多，但是不好去。嗯，等明天吧，明天我又去了，我可以还进去。,资金困难,
1547,7412,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为2256.17元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:对的。",稍后还款,
1553,7443,0000:您好，本次通话将全程录音，您在上农商银行车贷中心的车贷已经逾期7天了，逾期金额为3368.24元，麻烦在今天17点30分前将欠款存入尾号7404的工商银行卡内，您看可以吗？0001:怎么这几天都在想办法？,资金困难,
1583,7585,0000:您好，本次通话将全程录音，您在上农商银行车贷中心的车贷已经逾期5天了，逾期金额为3267.7元，麻烦在今天17点30分前将欠款存入尾号1367的中信银行卡内，您看可以吗？0001:好的好的。,稍后还款,
1589,7607,0000:请问您是将欠款1289.41元存入尾号3390的邮储银行卡内了吗？0001:对我往天就存进去了，已经存到存进去三四天了，就在四号那天吧，就是那天我就存进去了。,存钱未扣款,
1601,7673,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为1487.12元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，可以的。",稍后还款,
1607,7703,0000:您好，本次通话将全程录音，您在上农商银行车贷中心的车贷已经逾期4天了，逾期金额为4190.4元，麻烦在今天17点30分前将欠款存入尾号7858的建设银行卡内，您看可以吗？0001:啊，可以的可以的可以的。,稍后还款,
1613,7725,0000:您好，我是上农商银行车贷中心的，您名下的车辆已经逾期4天了，逾期金额为2816.09元，以免您的征信受到影响，请您在今天下午17点30分前，将欠款存入尾号6773的农业银行卡内，我方将安排扣款，您看可以吗？0001:嗯，好好的好的，知道了。好的。,稍后还款,
1625,7781,0000:您好，本次通话将全程录音，您在上农商银行车贷中心的车贷已经逾期4天了，逾期金额为3212.09元，麻烦在今天17点30分前将欠款存入尾号0272的工商银行卡内，您看可以吗？0001:喂。,意图不明,
1637,7840,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为2581.02元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，可以可以可以可以。",稍后还款,
1643,7870,0000:您好，我们已经通知到您欠款的事宜，请您今天下午的14点前务必处理掉欠款，如果没有处理掉，您将被我方列入为高风险客户，我方将重新审核您的贷款资质，您到时候将面临解除贷款合同的风险，所以请您务必重视，您清楚了吗？0001:我不是完了吗？,已还款,
1661,7966,0000:您好，本次通话将全程录音，您在上农商银行车贷中心的车贷已经逾期6天了，逾期金额为4060.99元，麻烦在今天17点30分前将欠款存入尾号6551的招商银行卡内，您看可以吗？0001:没有钱啊。,资金困难,
1667,7988,0000:您好，目前的您的车款已经逾期5天了，您这个钱请赶紧去想办法周转借一下，今天不处理的话，个人征信会持续恶化，还会影响到你以后的分期资格，不能再拖了，不要出现连续性逾期，抓紧时间去筹借款项，如果持续逾期，系统也可能判定您为恶意拖欠，案件将会升级，所以建议您先找身边的亲朋好友周转一下，可以吗？0001:啊，可以的，我现在想想想办法的，因为这样过了年嘛，钱都用空了，还没有发工资嘛，所以贷款。,资金困难,
1673,8008,0000:您好，我们已经通知到您欠款的事宜，请您今天下午的17点30分前务必处理掉欠款，如果没有处理掉，您将被我方列入为高风险客户，我方将重新审核您的贷款资质，您到时候将面临解除贷款合同的风险，所以请您务必重视，您清楚了吗？0001:嗯，好。,稍后还款,
1679,8038,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为3934.82元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好。",稍后还款,
1691,8101,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为1616.47元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:知道了。",稍后还款,
1697,8130,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为2230.75元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我那支付宝坏了，我又联系了那个车贷中心的那个加他微信，然后给他发过去。",资金困难,
1733,8297,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为1276.4元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:哎，好的好的。",稍后还款,
1739,8335,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为3997.33元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我知道的我的那个什么好的，我知道。",稍后还款,
1751,8400,"0000:您在邮储银行的车贷已经逾期5天了,逾期金额为2842.16元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:嗯，好的。",稍后还款,
1775,8511,"0000:您在邮储银行的车贷已经逾期6天了,逾期金额为2643.71元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:好的。",稍后还款,
1787,8571,"0000:您在邮储银行的车贷已经逾期4天了,逾期金额为1344.2元,为了避免影响到你后续贷款资格，请务必在14点前,将欠款存入您的支付宝账户或支付宝前三张储蓄卡内,您看可以吗？0001:我存进去了。",存钱未扣款,
